rule_path                                 ,api1                                                                                                                                                                                                                               ,api2                                                                                                                                                                 ,description                                                                     ,label
/mnt/storage/quark-rules/rules/00175.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/app/NotificationManager;cancelAll()V                                                                                                                        ,Get notification manager and cancel notifications                               ,notification
/mnt/storage/quark-rules/rules/00051.json ,Landroid/net/Uri;parse(Ljava/lang/String;)Landroid/net/Uri;                                                                                                                                                                        ,Landroid/content/Intent;setData(Landroid/net/Uri;)Landroid/content/Intent;                                                                                           ,"Implicit intent(view a web page, make a phone call, etc.) via setData"         ,control
/mnt/storage/quark-rules/rules/00163.json ,Ljava/net/Socket;<init>(Ljava/lang/String; I)V                                                                                                                                                                                     ,Ljava/net/Socket;connect(Ljava/net/SocketAddress;)V                                                                                                                  ,Create new Socket and connecting to it                                          ,socket
/mnt/storage/quark-rules/rules/00132.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/telephony/TelephonyManager;getNetworkCountryIso()Ljava/lang/String;                                                                                         ,Query The ISO country code                                                      ,"telephony,collection"
/mnt/storage/quark-rules/rules/00058.json ,Landroid/net/wifi/WifiManager;getConfiguredNetworks()Ljava/util/List;                                                                                                                                                              ,Landroid/net/wifi/WifiManager;enableNetwork(I Z)Z                                                                                                                    ,Connect to the specific WIFI network                                            ,"wifi,control"
/mnt/storage/quark-rules/rules/00022.json ,Ljava/io/File;getAbsolutePath()Ljava/lang/String;                                                                                                                                                                                  ,Ljava/io/File;<init>(Ljava/lang/String;)V                                                                                                                            ,Open a file from given absolute path of the file                                ,file
/mnt/storage/quark-rules/rules/00057.json ,Landroid/net/wifi/WifiManager;getDhcpInfo()Landroid/net/DhcpInfo;                                                                                                                                                                  ,Ljava/lang/StringBuilder;toString()Ljava/lang/String;                                                                                                                ,Return the DHCP-assigned addresses from the last successful DHCP request        ,"network,collection"
/mnt/storage/quark-rules/rules/00173.json ,Landroid/view/accessibility/AccessibilityNodeInfo;getBoundsInScreen(Landroid/graphics/Rect;)V                                                                                                                                      ,Landroid/view/accessibility/AccessibilityNodeInfo;performAction(I)Z                                                                                                  ,Get bounds in screen of an AccessibilityNodeInfo and perform action             ,accessibility service
/mnt/storage/quark-rules/rules/00055.json ,Landroid/telephony/SmsMessage;getDisplayMessageBody()Ljava/lang/String;                                                                                                                                                            ,Landroid/telephony/SmsMessage;getDisplayOriginatingAddress()Ljava/lang/String;                                                                                       ,Query the SMS content and the source of the phone number                        ,"sms,collection"
/mnt/storage/quark-rules/rules/00136.json ,Landroid/os/Bundle;getString(Ljava/lang/String;)Ljava/lang/String;                                                                                                                                                                 ,Landroid/media/MediaRecorder;stop()V                                                                                                                                 ,Stop recording                                                                  ,"record,command"
/mnt/storage/quark-rules/rules/00126.json ,Landroid/content/ContentResolver;query(Landroid/net/Uri; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;                                                                   ,Ljava/lang/String;toString()Ljava/lang/String;                                                                                                                       ,"Read sensitive data(SMS, CALLLOG, etc)"                                        ,"collection,sms,calllog,calendar"
/mnt/storage/quark-rules/rules/00156.json ,Landroid/os/PowerManager;newWakeLock(I Ljava/lang/String;)Landroid/os/PowerManager$WakeLock;                                                                                                                                       ,Landroid/os/PowerManager$WakeLock;acquire()V                                                                                                                         ,Acquire lock on Power Manager                                                   ,"lock,power manager"
/mnt/storage/quark-rules/rules/00102.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/media/AudioManager;setSpeakerphoneOn(Z)V                                                                                                                    ,Set the phone speaker on                                                        ,command
/mnt/storage/quark-rules/rules/00024.json ,Landroid/util/Base64;decode([B I)[B                                                                                                                                                                                                ,Ljava/io/FileOutputStream;write([B)V                                                                                                                                 ,Write file after Base64 decoding                                                ,"reflection,file"
/mnt/storage/quark-rules/rules/00005.json ,Ljava/io/File;getAbsolutePath()Ljava/lang/String;                                                                                                                                                                                  ,Lorg/json/JSONObject;put(Ljava/lang/String; Ljava/lang/Object;)Lorg/json/JSONObject;                                                                                 ,Get absolute path of file and put it to JSON object                             ,file
/mnt/storage/quark-rules/rules/00012.json ,Ljava/io/FileInputStream;<init>(Ljava/io/File;)V                                                                                                                                                                                   ,Ljava/io/BufferedInputStream;<init>(Ljava/io/InputStream;)V                                                                                                          ,Read data and put it into a buffer stream                                       ,file
/mnt/storage/quark-rules/rules/00164.json ,Landroid/telephony/SmsMessage;getOriginatingAddress()Ljava/lang/String;                                                                                                                                                            ,Ljava/net/HttpURLConnection;getOutputStream()Ljava/io/OutputStream;                                                                                                  ,Get SMS address and send it through http                                        ,"sms,http"
/mnt/storage/quark-rules/rules/00070.json ,Landroid/telephony/SmsMessage;getOriginatingAddress()Ljava/lang/String;                                                                                                                                                            ,Landroid/telephony/SmsManager;sendTextMessage(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Landroid/app/PendingIntent; Landroid/app/PendingIntent;)V     ,Get sender's address and send SMS                                               ,"collection,command,sms"
/mnt/storage/quark-rules/rules/00180.json ,Ljava/lang/System;loadLibrary(Ljava/lang/String;)V                                                                                                                                                                                 ,Ljava/lang/System;loadLibrary(Ljava/lang/String;)V                                                                                                                   ,Load native libraries(.so) via System.loadLibrary (60% means caught)            ,so
/mnt/storage/quark-rules/rules/00184.json ,Landroid/hardware/Camera;setPreviewTexture(Landroid/graphics/SurfaceTexture;)V                                                                                                                                                     ,Ljava/lang/Object;<init>()V                                                                                                                                          ,Set camera preview texture                                                      ,camera
/mnt/storage/quark-rules/rules/00190.json ,Landroid/content/ContentResolver;query(Landroid/net/Uri; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;                                                                   ,Ljava/lang/StringBuilder;append(Ljava/lang/String;)Ljava/lang/StringBuilder;                                                                                         ,Query a URI and append the result into a string                                 ,"collection,sms,calllog,calendar"
/mnt/storage/quark-rules/rules/00193.json ,Landroid/telephony/SmsManager;getDefault()Landroid/telephony/SmsManager;                                                                                                                                                           ,Landroid/telephony/SmsManager;sendTextMessage(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Landroid/app/PendingIntent; Landroid/app/PendingIntent;)V     ,Send a SMS message                                                              ,sms
/mnt/storage/quark-rules/rules/00139.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/net/wifi/WifiInfo;getNetworkId()I                                                                                                                           ,Get the current WiFi id                                                         ,"collection,wifi"
/mnt/storage/quark-rules/rules/00182.json ,Landroid/hardware/Camera;open(I)Landroid/hardware/Camera;                                                                                                                                                                          ,Ljava/lang/Object;<init>()V                                                                                                                                          ,Open camera.                                                                    ,camera
/mnt/storage/quark-rules/rules/00032.json ,Ljava/lang/Class;getClassLoader()Ljava/lang/ClassLoader;                                                                                                                                                                           ,Ljava/lang/ClassLoader;loadClass(Ljava/lang/String;)Ljava/lang/Class;                                                                                                ,Load external class                                                             ,reflection
/mnt/storage/quark-rules/rules/00044.json ,Landroid/app/usage/UsageStatsManager;queryUsageStats(I J J)Ljava/util/List;                                                                                                                                                        ,Landroid/app/usage/UsageStats;getLastTimeUsed()J                                                                                                                     ,Query the last time this package's activity was used                            ,"collection,reflection"
/mnt/storage/quark-rules/rules/00026.json ,Ljava/lang/Class;getMethod(Ljava/lang/String; [Ljava/lang/Class;)Ljava/lang/reflect/Method;                                                                                                                                        ,Ljava/lang/reflect/Method;invoke(Ljava/lang/Object; [Ljava/lang/Object;)Ljava/lang/Object;                                                                           ,Method reflection                                                               ,reflection
/mnt/storage/quark-rules/rules/00013.json ,Ljava/io/File;<init>(Ljava/lang/String;)V                                                                                                                                                                                          ,Ljava/io/FileInputStream;<init>(Ljava/io/File;)V                                                                                                                     ,Read file and put it into a stream                                              ,file
/mnt/storage/quark-rules/rules/00119.json ,Landroid/telephony/TelephonyManager;getDeviceId()Ljava/lang/String;                                                                                                                                                                ,Ljava/io/FileOutputStream;write([B)V                                                                                                                                 ,Write the IMEI number into a file                                               ,"collection,file,telephony,command"
/mnt/storage/quark-rules/rules/00196.json ,Landroid/media/MediaRecorder;setOutputFormat(I)V                                                                                                                                                                                   ,Landroid/media/MediaRecorder;setOutputFile(Ljava/lang/String;)V                                                                                                      ,Set the recorded file format and output path                                    ,"record,file"
/mnt/storage/quark-rules/rules/00084.json ,Landroid/telephony/TelephonyManager;getNetworkCountryIso()Ljava/lang/String;                                                                                                                                                       ,Landroid/telephony/TelephonyManager;getSubscriberId()Ljava/lang/String;                                                                                              ,Get the ISO country code and IMSI                                               ,"collection,telephony"
/mnt/storage/quark-rules/rules/00081.json ,Ljava/lang/StringBuilder;<init>()V                                                                                                                                                                                                 ,Ljava/lang/Class;getDeclaredMethods()[Ljava/lang/reflect/Method;                                                                                                     ,Get declared method from given method name                                      ,reflection
/mnt/storage/quark-rules/rules/00064.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/telephony/TelephonyManager;getCallState()I                                                                                                                  ,Monitor incoming call status                                                    ,control
/mnt/storage/quark-rules/rules/00093.json ,Landroid/telephony/SmsMessage;getMessageBody()Ljava/lang/String;                                                                                                                                                                   ,Landroid/telephony/SmsManager;sendTextMessage(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Landroid/app/PendingIntent; Landroid/app/PendingIntent;)V     ,Get the content of SMS and forward it to others via SMS                         ,"collection,sms,command"
/mnt/storage/quark-rules/rules/00068.json ,Ljava/lang/Runtime;getRuntime()Ljava/lang/Runtime;                                                                                                                                                                                 ,Ljava/lang/Runtime;exec(Ljava/lang/String;)Ljava/lang/Process;                                                                                                       ,Executes the specified string Linux command                                     ,control
/mnt/storage/quark-rules/rules/00123.json ,Ljava/net/HttpURLConnection;connect()V                                                                                                                                                                                             ,Lorg/json/JSONObject;<init>(Ljava/lang/String;)V                                                                                                                     ,Save the response to JSON after connecting to the remote server                 ,"network,command"
/mnt/storage/quark-rules/rules/00144.json ,Landroid/telephony/TelephonyManager;getSimSerialNumber()Ljava/lang/String;                                                                                                                                                         ,Ljava/io/FileOutputStream;write([B)V                                                                                                                                 ,Write SIM card serial number into a file                                        ,"collection,telephony,file,command"
/mnt/storage/quark-rules/rules/00130.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/net/wifi/WifiManager;getConnectionInfo()Landroid/net/wifi/WifiInfo;                                                                                         ,Get the current WIFI information                                                ,"wifi,collection"
/mnt/storage/quark-rules/rules/00030.json ,Ljava/net/URL;openConnection()Ljava/net/URLConnection;                                                                                                                                                                             ,Ljava/net/HttpURLConnection;connect()V                                                                                                                               ,Connect to the remote server through the given URL                              ,network
/mnt/storage/quark-rules/rules/00208.json ,Landroid/media/projection/MediaProjection;createVirtualDisplay(Ljava/lang/String; I I I I Landroid/view/Surface; Landroid/hardware/display/VirtualDisplay$Callback; Landroid/os/Handler;)Landroid/hardware/display/VirtualDisplay; ,Landroid/media/projection/MediaProjection;registerCallback(Landroid/media/projection/MediaProjection$Callback; Landroid/os/Handler;)V                                ,Capture the contents of the device screen                                       ,"collection,screen"
/mnt/storage/quark-rules/rules/00158.json ,Landroid/content/ContentResolver;query(Landroid/net/Uri; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;                                                                   ,Ljava/net/HttpURLConnection;getOutputStream()Ljava/io/OutputStream;                                                                                                  ,Connect to a URL and send sensitive data got from resolver                      ,"privacy,connection"
/mnt/storage/quark-rules/rules/00174.json ,Landroid/accounts/AccountManager;getAccountsByType(Ljava/lang/String;)[Landroid/accounts/Account;                                                                                                                                  ,Lorg/json/JSONObject;put(Ljava/lang/String; Ljava/lang/Object;)Lorg/json/JSONObject;                                                                                 ,Get all accounts by type and put them in a JSON object                          ,"accounts,collection"
/mnt/storage/quark-rules/rules/00095.json ,Landroid/telephony/SubscriptionInfo;getIccId()Ljava/lang/String;                                                                                                                                                                   ,Ljava/io/FileOutputStream;write([B)V                                                                                                                                 ,Write the ICCID of device into a file                                           ,"collection,telephony"
/mnt/storage/quark-rules/rules/00106.json ,Landroid/net/wifi/WifiInfo;getIpAddress()I                                                                                                                                                                                         ,Landroid/text/format/Formatter;formatIpAddress(I)Ljava/lang/String;                                                                                                  ,Get the currently formatted WiFi IP address                                     ,"collection,wifi"
/mnt/storage/quark-rules/rules/00201.json ,Landroid/content/ContentResolver;query(Landroid/net/Uri; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;                                                                   ,Landroid/database/Cursor;getColumnIndex(Ljava/lang/String;)I                                                                                                         ,Query data from the call log                                                    ,"collection,calllog"
/mnt/storage/quark-rules/rules/00019.json ,Ljava/lang/Object;getClass()Ljava/lang/Class;                                                                                                                                                                                      ,Ljava/lang/Class;getMethod(Ljava/lang/String; [Ljava/lang/Class;)Ljava/lang/reflect/Method;                                                                          ,"Find a method from given class name, usually for reflection"                   ,reflection
/mnt/storage/quark-rules/rules/00040.json ,Landroid/telephony/SmsManager;divideMessage(Ljava/lang/String;)Ljava/util/ArrayList;                                                                                                                                               ,Landroid/telephony/SmsManager;sendMultipartTextMessage(Ljava/lang/String; Ljava/lang/String; Ljava/util/ArrayList; Ljava/util/ArrayList; Ljava/util/ArrayList;)V     ,Send SMS                                                                        ,sms
/mnt/storage/quark-rules/rules/00133.json ,Landroid/os/Bundle;getString(Ljava/lang/String;)Ljava/lang/String;                                                                                                                                                                 ,Landroid/media/MediaRecorder;start()V                                                                                                                                ,Start recording                                                                 ,"record,command"
/mnt/storage/quark-rules/rules/00062.json ,Landroid/net/wifi/WifiManager;getConnectionInfo()Landroid/net/wifi/WifiInfo;                                                                                                                                                       ,Landroid/net/wifi/WifiInfo;getMacAddress()Ljava/lang/String;                                                                                                         ,Query WiFi information and WiFi Mac Address                                     ,"wifi,collection"
/mnt/storage/quark-rules/rules/00202.json ,Landroid/content/Intent;<init>(Ljava/lang/String;)V                                                                                                                                                                                ,Landroid/content/Intent;setData(Landroid/net/Uri;)Landroid/content/Intent;                                                                                           ,Make a phone call                                                               ,control
/mnt/storage/quark-rules/rules/00034.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/telephony/TelephonyManager;getNetworkType()I                                                                                                                ,Query the current data network type                                             ,"collection,network"
/mnt/storage/quark-rules/rules/00092.json ,Landroid/app/Activity;getApplicationContext()Landroid/content/Context;                                                                                                                                                             ,Landroid/content/Context;sendBroadcast(Landroid/content/Intent;)V                                                                                                    ,Send broadcast                                                                  ,command
/mnt/storage/quark-rules/rules/00146.json ,Landroid/telephony/TelephonyManager;getNetworkOperatorName()Ljava/lang/String;                                                                                                                                                     ,Landroid/telephony/TelephonyManager;getSubscriberId()Ljava/lang/String;                                                                                              ,Get the network operator name and IMSI                                          ,"telephony,collection"
/mnt/storage/quark-rules/rules/00155.json ,Ljava/lang/Runtime;exec(Ljava/lang/String;)Ljava/lang/Process;                                                                                                                                                                     ,Ljava/io/DataOutputStream;writeBytes(Ljava/lang/String;)V                                                                                                            ,Execute commands on shell using DataOutputStream object                         ,"exec,command"
/mnt/storage/quark-rules/rules/00090.json ,Landroid/os/Bundle;getString(Ljava/lang/String;)Ljava/lang/String;                                                                                                                                                                 ,Landroid/media/MediaRecorder;setOutputFormat(I)V                                                                                                                     ,Set recroded audio/video file format                                            ,record
/mnt/storage/quark-rules/rules/00114.json ,Ljava/net/Proxy;address()Ljava/net/SocketAddress;                                                                                                                                                                                  ,Ljavax/net/ssl/SSLSocketFactory;createSocket(Ljava/net/Socket; Ljava/lang/String; I Z)Ljava/net/Socket;                                                              ,Create a secure socket connection to the proxy address                          ,"network,command"
/mnt/storage/quark-rules/rules/00021.json ,Ljava/io/File;getAbsolutePath()Ljava/lang/String;                                                                                                                                                                                  ,Ljava/lang/ClassLoader;loadClass(Ljava/lang/String;)Ljava/lang/Class;                                                                                                ,Load additional DEX files dynamically                                           ,reflection
/mnt/storage/quark-rules/rules/00059.json ,Landroid/telephony/TelephonyManager;getSimState()I                                                                                                                                                                                 ,Ljava/lang/Integer;intValue()I                                                                                                                                       ,Query the SIM card status                                                       ,collection
/mnt/storage/quark-rules/rules/00003.json ,Landroid/graphics/Bitmap;compress(Landroid/graphics/Bitmap$CompressFormat; I Ljava/io/OutputStream;)Z                                                                                                                              ,Lorg/json/JSONObject;put(Ljava/lang/String; Z)Lorg/json/JSONObject;                                                                                                  ,Put the compressed bitmap data into JSON object                                 ,camera
/mnt/storage/quark-rules/rules/00177.json ,Landroid/content/Context;checkPermission(Ljava/lang/String; I I)I                                                                                                                                                                  ,Landroid/app/Activity;requestPermissions([Ljava/lang/String; I)V                                                                                                     ,Check if permission is granted and request it                                   ,permission
/mnt/storage/quark-rules/rules/00192.json ,Landroid/net/Uri;parse(Ljava/lang/String;)Landroid/net/Uri;                                                                                                                                                                        ,Landroid/database/Cursor;getColumnIndexOrThrow(Ljava/lang/String;)I                                                                                                  ,Get messages in the SMS inbox                                                   ,sms
/mnt/storage/quark-rules/rules/00176.json ,Landroid/content/ContentResolver;query(Landroid/net/Uri; [Ljava/lang/String; Landroid/os/Bundle; Landroid/os/CancellationSignal;)Landroid/database/Cursor;                                                                         ,Landroid/telephony/SmsManager;sendTextMessage(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Landroid/app/PendingIntent; Landroid/app/PendingIntent;)V     ,Send sms to a contact of contact list                                           ,sms
/mnt/storage/quark-rules/rules/00045.json ,Landroid/app/usage/UsageStatsManager;queryUsageStats(I J J)Ljava/util/List;                                                                                                                                                        ,Landroid/app/usage/UsageStats;getPackageName()Ljava/lang/String;                                                                                                     ,Query the name of currently running application                                 ,"collection,reflection"
/mnt/storage/quark-rules/rules/00127.json ,Landroid/content/Intent;getAction()Ljava/lang/String;                                                                                                                                                                              ,Ljava/lang/String;compareToIgnoreCase(Ljava/lang/String;)I                                                                                                           ,"Monitor the broadcast action events (BOOT_COMPLETED, etc)"                     ,command
/mnt/storage/quark-rules/rules/00112.json ,Ljava/util/Calendar;getTimeInMillis()J                                                                                                                                                                                             ,Ljava/util/Date;toString()Ljava/lang/String;                                                                                                                         ,Get the date of the calendar event                                              ,"collection,calendar"
/mnt/storage/quark-rules/rules/00098.json ,Landroid/net/NetworkInfo;isConnected()Z                                                                                                                                                                                            ,Ljava/lang/Object;equals(Ljava/lang/Object;)Z                                                                                                                        ,Check if the network is connected                                               ,network
/mnt/storage/quark-rules/rules/00109.json ,Ljava/net/URL;openConnection()Ljava/net/URLConnection;                                                                                                                                                                             ,Ljava/net/HttpURLConnection;getResponseCode()I                                                                                                                       ,Connect to a URL and get the response code                                      ,"network,command"
/mnt/storage/quark-rules/rules/00039.json ,Ljava/net/ServerSocket;accept()Ljava/net/Socket;                                                                                                                                                                                   ,Ljava/net/Socket;getInetAddress()Ljava/net/InetAddress;                                                                                                              ,Start a web server                                                              ,"control,network"
/mnt/storage/quark-rules/rules/00017.json ,Landroid/location/Location;getLatitude()D                                                                                                                                                                                          ,Ljava/lang/StringBuilder;append(D)Ljava/lang/StringBuilder;                                                                                                          ,Get Location of the device and append this info to a string                     ,"location,collection"
/mnt/storage/quark-rules/rules/00165.json ,Landroid/telephony/SmsMessage;getMessageBody()Ljava/lang/String;                                                                                                                                                                   ,Ljava/net/HttpURLConnection;getOutputStream()Ljava/io/OutputStream;                                                                                                  ,Get SMS message body and send it through http                                   ,"sms,http"
/mnt/storage/quark-rules/rules/00020.json ,Ljava/io/File;getAbsolutePath()Ljava/lang/String;                                                                                                                                                                                  ,Ljava/lang/StringBuilder;toString()Ljava/lang/String;                                                                                                                ,Get absolute path of the file and store in string                               ,file
/mnt/storage/quark-rules/rules/00091.json ,Landroid/content/Intent;getExtras()Landroid/os/Bundle;                                                                                                                                                                             ,Landroid/os/Bundle;getString(Ljava/lang/String;)Ljava/lang/String;                                                                                                   ,Retrieve data from broadcast                                                    ,collection
/mnt/storage/quark-rules/rules/00187.json ,Landroid/content/ContentResolver;query(Landroid/net/Uri; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;                                                                   ,Landroid/database/Cursor;moveToNext()Z                                                                                                                               ,Query a URI and check the result                                                ,"collection,sms,calllog,calendar"
/mnt/storage/quark-rules/rules/00178.json ,Ljava/lang/ProcessBuilder;<init>([Ljava/lang/String;)V                                                                                                                                                                             ,Ljava/lang/ProcessBuilder;start()Ljava/lang/Process;                                                                                                                 ,Execute Linux commands via ProcessBuilder                                       ,command
/mnt/storage/quark-rules/rules/00041.json ,Ljava/io/File;toString()Ljava/lang/String;                                                                                                                                                                                         ,Landroid/media/MediaRecorder;setOutputFile(Ljava/lang/String;)V                                                                                                      ,Save recorded audio/video to file                                               ,record
/mnt/storage/quark-rules/rules/00089.json ,Ljava/net/URL;openConnection()Ljava/net/URLConnection;                                                                                                                                                                             ,Ljava/net/HttpURLConnection;getInputStream()Ljava/io/InputStream;                                                                                                    ,Connect to a URL and receive input stream from the server                       ,"command,network"
/mnt/storage/quark-rules/rules/00086.json ,Landroid/net/NetworkInfo;isRoaming()Z                                                                                                                                                                                              ,Ljava/lang/Object;equals(Ljava/lang/Object;)Z                                                                                                                        ,Check if the device is in data roaming mode                                     ,telephony
/mnt/storage/quark-rules/rules/00066.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/telephony/TelephonyManager;getSimSerialNumber()Ljava/lang/String;                                                                                           ,Query the ICCID number                                                          ,collection
/mnt/storage/quark-rules/rules/00037.json ,Landroid/app/Notification$Builder;build()Landroid/app/Notification;                                                                                                                                                                ,Landroid/app/NotificationManager;notify(I Landroid/app/Notification;)V                                                                                               ,Send notification                                                               ,control
/mnt/storage/quark-rules/rules/00195.json ,Ljava/io/File;getAbsolutePath()Ljava/lang/String;                                                                                                                                                                                  ,Landroid/media/MediaRecorder;setOutputFile(Ljava/lang/String;)V                                                                                                      ,Set the output path of the recorded file                                        ,"record,file"
/mnt/storage/quark-rules/rules/00151.json ,Landroid/telephony/TelephonyManager;getLine1Number()Ljava/lang/String;                                                                                                                                                             ,Ljava/net/URL;openConnection()Ljava/net/URLConnection;                                                                                                               ,Send phone number over Internet                                                 ,"phone,privacy"
/mnt/storage/quark-rules/rules/00116.json ,Landroid/net/wifi/WifiInfo;getMacAddress()Ljava/lang/String;                                                                                                                                                                       ,Lorg/json/JSONObject;put(Ljava/lang/String; Ljava/lang/Object;)Lorg/json/JSONObject;                                                                                 ,Get the current WiFi MAC address and put it into JSON                           ,"wifi,collection"
/mnt/storage/quark-rules/rules/00138.json ,Landroid/os/Bundle;getString(Ljava/lang/String;)Ljava/lang/String;                                                                                                                                                                 ,Landroid/media/MediaRecorder;setAudioSource(I)V                                                                                                                      ,Set the audio source (MIC)                                                      ,record
/mnt/storage/quark-rules/rules/00121.json ,Landroid/os/Bundle;getString(Ljava/lang/String;)Ljava/lang/String;                                                                                                                                                                 ,Ljava/io/File;mkdirs()Z                                                                                                                                              ,Create a directory                                                              ,"file,command"
/mnt/storage/quark-rules/rules/00027.json ,Ljava/lang/ClassLoader;loadClass(Ljava/lang/String;)Ljava/lang/Class;                                                                                                                                                              ,Ljava/lang/Class;getMethod(Ljava/lang/String; [Ljava/lang/Class;)Ljava/lang/reflect/Method;                                                                          ,Get specific method from other Dex files                                        ,reflection
/mnt/storage/quark-rules/rules/00149.json ,android/content/res/Resources;getAssets()Landroid/content/res/AssetManager;                                                                                                                                                        ,Ldalvik/system/DexClassLoader;<init>(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/ClassLoader;)V                                              ,"Unpack an asset, possibly decrypt it and load it as DEX"                       ,packer
/mnt/storage/quark-rules/rules/00135.json ,Landroid/net/wifi/WifiInfo;getNetworkId()I                                                                                                                                                                                         ,Lorg/json/JSONObject;put(Ljava/lang/String; Ljava/lang/Object;)Lorg/json/JSONObject;                                                                                 ,Get the current WiFi id and put it into JSON.                                   ,"wifi,collection"
/mnt/storage/quark-rules/rules/00042.json ,Landroid/net/wifi/WifiInfo;getBSSID()Ljava/lang/String;                                                                                                                                                                            ,Landroid/net/wifi/WifiManager;getScanResults()Ljava/util/List;                                                                                                       ,Query WiFi BSSID and scan results                                               ,"collection,wifi"
/mnt/storage/quark-rules/rules/00079.json ,Landroid/content/Context;getPackageManager()Landroid/content/pm/PackageManager;                                                                                                                                                    ,Landroid/content/pm/PackageManager;setComponentEnabledSetting(Landroid/content/ComponentName; I I)V                                                                  ,Hide the current app's icon                                                     ,evasion
/mnt/storage/quark-rules/rules/00113.json ,Landroid/location/LocationManager;getLastKnownLocation(Ljava/lang/String;)Landroid/location/Location;                                                                                                                              ,Lorg/json/JSONObject;put(Ljava/lang/String; Ljava/lang/Object;)Lorg/json/JSONObject;                                                                                 ,Get location and put it into JSON                                               ,"collection,location"
/mnt/storage/quark-rules/rules/00065.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/telephony/TelephonyManager;getSimCountryIso()Ljava/lang/String;                                                                                             ,Get the country code of the SIM card provider                                   ,collection
/mnt/storage/quark-rules/rules/00104.json ,Landroid/os/Bundle;getString(Ljava/lang/String;)Ljava/lang/String;                                                                                                                                                                 ,Ljava/io/File;isDirectory()Z                                                                                                                                         ,Check if the given path is directory                                            ,file
/mnt/storage/quark-rules/rules/00075.json ,Landroid/location/LocationManager;isProviderEnabled(Ljava/lang/String;)Z                                                                                                                                                           ,Landroid/location/LocationManager;getLastKnownLocation(Ljava/lang/String;)Landroid/location/Location;                                                                ,Get location of the device                                                      ,"collection,location"
/mnt/storage/quark-rules/rules/00087.json ,Landroid/net/NetworkInfo;getType()I                                                                                                                                                                                                ,Ljava/lang/Object;equals(Ljava/lang/Object;)Z                                                                                                                        ,Check the current network type                                                  ,network
/mnt/storage/quark-rules/rules/00048.json ,Landroid/telephony/SmsMessage;createFromPdu([B)Landroid/telephony/SmsMessage;                                                                                                                                                      ,Landroid/telephony/SmsMessage;getDisplayMessageBody()Ljava/lang/String;                                                                                              ,Query the SMS contents                                                          ,"sms,collection"
/mnt/storage/quark-rules/rules/00007.json ,Ljava/io/File;getAbsolutePath()Ljava/lang/String;                                                                                                                                                                                  ,Landroid/media/MediaRecorder;setOutputFile(Ljava/lang/String;)V                                                                                                      ,Use absolute path of directory for the output media file path                   ,file
/mnt/storage/quark-rules/rules/00169.json ,Landroid/view/accessibility/AccessibilityNodeInfo;findAccessibilityNodeInfosByViewId(Ljava/lang/String;)Ljava/util/List;                                                                                                           ,Landroid/accessibilityservice/AccessibilityService;performGlobalAction(I)Z                                                                                           ,Use accessibility service to perform global action getting node info by View Id ,accessibility service
/mnt/storage/quark-rules/rules/00181.json ,Ljava/lang/System;load(Ljava/lang/String;)V                                                                                                                                                                                        ,Ljava/lang/System;load(Ljava/lang/String;)V                                                                                                                          ,Load native libraries(.so) via System.load (60% means caught)                   ,so
/mnt/storage/quark-rules/rules/00016.json ,Landroid/location/Location;getLongitude()D                                                                                                                                                                                         ,Lorg/json/JSONObject;put(Ljava/lang/String; Ljava/lang/Object;)Lorg/json/JSONObject;                                                                                 ,Get location info of the device and put it to JSON object                       ,"location,collection"
